description,units,source key,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,net_generation,2019
Wyoming : all industrial,thousand megawatthours,ELEC.GEN.WND-WY-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Pacific Contiguous,thousand megawatthours,ELEC.GEN.WND-PCC-99.A,,,,,,,,,,,,,,,,,,,
Pacific Contiguous : all sectors,thousand megawatthours,ELEC.GEN.WND-PCC-99.A,3588,4595,4943,5661,5495,6852,9270,11618,12882,14743,18790,22697,27282,27816,25936,28708,25975,29371,29863
Pacific Contiguous : electric power,,ELEC.GEN.WND-PCC-98.A,,,,,,,,,,,,,,,,,,,
Pacific Contiguous : electric utility,thousand megawatthours,ELEC.GEN.WND-PCC-1.A,7,42,151,194,184,679,1758,3008,2985,3442,4008,5431,5615,5782,5690,6311,5544,6313,6045
Pacific Contiguous : independent power producers,thousand megawatthours,ELEC.GEN.WND-PCC-94.A,3581,4553,4792,5467,5311,6173,7512,8610,9897,11301,14781,17266,21664,22029,20237,22385,20420,23048,23807
Pacific Contiguous : all commercial,thousand megawatthours,ELEC.GEN.WND-PCC-96.A,--,--,--,--,--,--,--,--,--,--,--,0,1,3,5,6,6,6,6
Pacific Contiguous : all industrial,thousand megawatthours,ELEC.GEN.WND-PCC-97.A,--,--,--,--,--,--,--,--,--,--,--,0,2,2,4,5,5,5,5
California,thousand megawatthours,ELEC.GEN.WND-CA-99.A,,,,,,,,,,,,,,,,,,,
California : all sectors,thousand megawatthours,ELEC.GEN.WND-CA-99.A,3500,3803,3895,4306,4262,4883,5585,5385,5840,6079,7752,9754,12822,12992,12230,13509,12823,14024,14970
California : electric power,,ELEC.GEN.WND-CA-98.A,,,,,,,,,,,,,,,,,,,
California : electric utility,thousand megawatthours,ELEC.GEN.WND-CA-1.A,7,4,27,42,37,74,117,261,309,543,507,797,892,846,693,704,789,850,815
California : independent power producers,thousand megawatthours,ELEC.GEN.WND-CA-94.A,3493,3798,3869,4264,4225,4809,5468,5124,5531,5536,7245,8957,11928,12142,11527,12794,12023,13163,14144
California : all commercial,thousand megawatthours,ELEC.GEN.WND-CA-96.A,--,--,--,--,--,--,--,--,--,--,--,0,1,3,5,6,6,6,6
California : all industrial,thousand megawatthours,ELEC.GEN.WND-CA-97.A,--,--,--,--,--,--,--,--,--,--,--,0,2,2,4,5,5,5,5
Oregon,thousand megawatthours,ELEC.GEN.WND-OR-99.A,,,,,,,,,,,,,,,,,,,
Oregon : all sectors,thousand megawatthours,ELEC.GEN.WND-OR-99.A,89,376,444,619,734,931,1247,2575,3470,3920,4775,6343,7456,7555,6632,7157,6227,7447,7169
Oregon : electric power,,ELEC.GEN.WND-OR-98.A,,,,,,,,,,,,,,,,,,,
Oregon : electric utility,thousand megawatthours,ELEC.GEN.WND-OR-1.A,--,--,--,--,--,68,302,758,603,536,721,1299,1397,1358,1234,1261,1051,1244,1181
Oregon : independent power producers,thousand megawatthours,ELEC.GEN.WND-OR-94.A,89,376,444,619,734,864,945,1817,2867,3384,4054,5044,6059,6198,5398,5896,5176,6204,5988
Oregon : all commercial,thousand megawatthours,ELEC.GEN.WND-OR-96.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Oregon : all industrial,thousand megawatthours,ELEC.GEN.WND-OR-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Washington,thousand megawatthours,ELEC.GEN.WND-WA-99.A,,,,,,,,,,,,,,,,,,,
Washington : all sectors,thousand megawatthours,ELEC.GEN.WND-WA-99.A,--,417,604,737,498,1038,2438,3657,3572,4745,6262,6600,7004,7268,7075,8042,6925,7900,7724
Washington : electric power,,ELEC.GEN.WND-WA-98.A,,,,,,,,,,,,,,,,,,,
Washington : electric utility,thousand megawatthours,ELEC.GEN.WND-WA-1.A,--,38,124,153,147,537,1339,1988,2074,2364,2780,3335,3327,3579,3763,4346,3704,4219,4050
Washington : independent power producers,thousand megawatthours,ELEC.GEN.WND-WA-94.A,--,379,479,584,351,500,1099,1669,1499,2381,3482,3265,3678,3689,3312,3695,3221,3681,3674
Washington : all commercial,thousand megawatthours,ELEC.GEN.WND-WA-96.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Washington : all industrial,thousand megawatthours,ELEC.GEN.WND-WA-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Pacific Noncontiguous,thousand megawatthours,ELEC.GEN.WND-PCN-99.A,,,,,,,,,,,,,,,,,,,
Pacific Noncontiguous : all sectors,thousand megawatthours,ELEC.GEN.WND-PCN-99.A,3,2,2,7,7,80,239,240,258,274,353,416,649,731,772,808,674,757,749
Pacific Noncontiguous : electric power,,ELEC.GEN.WND-PCN-98.A,,,,,,,,,,,,,,,,,,,
Pacific Noncontiguous : electric utility,thousand megawatthours,ELEC.GEN.WND-PCN-1.A,3,2,2,1,2,2,0,0,7,13,12,19,99,100,105,109,91,99,98
Pacific Noncontiguous : independent power producers,thousand megawatthours,ELEC.GEN.WND-PCN-94.A,0,0,0,6,5,79,239,240,251,261,341,396,550,631,667,700,582,658,651
Pacific Noncontiguous : all commercial,thousand megawatthours,ELEC.GEN.WND-PCN-96.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Pacific Noncontiguous : all industrial,thousand megawatthours,ELEC.GEN.WND-PCN-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Alaska,thousand megawatthours,ELEC.GEN.WND-AK-99.A,,,,,,,,,,,,,,,,,,,
Alaska : all sectors,thousand megawatthours,ELEC.GEN.WND-AK-99.A,1,--,--,--,1,1,1,0,7,13,12,37,145,152,160,169,142,155,154
Alaska : electric power,,ELEC.GEN.WND-AK-98.A,,,,,,,,,,,,,,,,,,,
Alaska : electric utility,thousand megawatthours,ELEC.GEN.WND-AK-1.A,1,--,--,--,1,1,--,0,7,13,12,19,99,100,105,109,91,99,98
Alaska : independent power producers,thousand megawatthours,ELEC.GEN.WND-AK-94.A,--,--,--,--,--,--,1,--,--,--,--,18,46,52,55,60,50,56,56
Alaska : all commercial,thousand megawatthours,ELEC.GEN.WND-AK-96.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Alaska : all industrial,thousand megawatthours,ELEC.GEN.WND-AK-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Hawaii,thousand megawatthours,ELEC.GEN.WND-HI-99.A,,,,,,,,,,,,,,,,,,,
Hawaii : all sectors,thousand megawatthours,ELEC.GEN.WND-HI-99.A,2,2,2,7,7,80,238,240,251,261,341,378,503,579,613,639,532,602,595
Hawaii : electric power,,ELEC.GEN.WND-HI-98.A,,,,,,,,,,,,,,,,,,,
Hawaii : electric utility,thousand megawatthours,ELEC.GEN.WND-HI-1.A,2,2,2,1,2,1,0,0,0,0,--,--,--,--,--,--,--,--,--
Hawaii : independent power producers,thousand megawatthours,ELEC.GEN.WND-HI-94.A,0,0,0,6,5,79,238,240,251,261,341,378,503,579,613,639,532,602,595
Hawaii : all commercial,thousand megawatthours,ELEC.GEN.WND-HI-96.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Hawaii : all industrial,thousand megawatthours,ELEC.GEN.WND-HI-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
