description,units,source key,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,net_generation,2019
South Atlantic : all industrial,thousand megawatthours,ELEC.GEN.WND-SAT-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Delaware,thousand megawatthours,ELEC.GEN.WND-DE-99.A,,,,,,,,,,,,,,,,,,,
Delaware : all sectors,thousand megawatthours,ELEC.GEN.WND-DE-99.A,--,--,--,--,--,--,--,--,--,3,5,4,4,5,5,5,5,5,5
Delaware : electric power,,ELEC.GEN.WND-DE-98.A,,,,,,,,,,,,,,,,,,,
Delaware : electric utility,thousand megawatthours,ELEC.GEN.WND-DE-1.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Delaware : independent power producers,thousand megawatthours,ELEC.GEN.WND-DE-94.A,--,--,--,--,--,--,--,--,--,3,--,--,--,--,--,--,--,--,--
Delaware : all commercial,thousand megawatthours,ELEC.GEN.WND-DE-96.A,--,--,--,--,--,--,--,--,--,--,5,4,4,5,5,5,5,5,5
Delaware : all industrial,thousand megawatthours,ELEC.GEN.WND-DE-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
District Of Columbia,thousand megawatthours,ELEC.GEN.WND-DC-99.A,,,,,,,,,,,,,,,,,,,
District Of Columbia : all sectors,thousand megawatthours,ELEC.GEN.WND-DC-99.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
District Of Columbia : electric power,,ELEC.GEN.WND-DC-98.A,,,,,,,,,,,,,,,,,,,
District Of Columbia : electric utility,thousand megawatthours,ELEC.GEN.WND-DC-1.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
District Of Columbia : independent power producers,thousand megawatthours,ELEC.GEN.WND-DC-94.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
District Of Columbia : all commercial,thousand megawatthours,ELEC.GEN.WND-DC-96.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
District Of Columbia : all industrial,thousand megawatthours,ELEC.GEN.WND-DC-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Florida,thousand megawatthours,ELEC.GEN.WND-FL-99.A,,,,,,,,,,,,,,,,,,,
Florida : all sectors,thousand megawatthours,ELEC.GEN.WND-FL-99.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1
Florida : electric power,,ELEC.GEN.WND-FL-98.A,,,,,,,,,,,,,,,,,,,
Florida : electric utility,thousand megawatthours,ELEC.GEN.WND-FL-1.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Florida : independent power producers,thousand megawatthours,ELEC.GEN.WND-FL-94.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1
Florida : all commercial,thousand megawatthours,ELEC.GEN.WND-FL-96.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Florida : all industrial,thousand megawatthours,ELEC.GEN.WND-FL-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Georgia,thousand megawatthours,ELEC.GEN.WND-GA-99.A,,,,,,,,,,,,,,,,,,,
Georgia : all sectors,thousand megawatthours,ELEC.GEN.WND-GA-99.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Georgia : electric power,,ELEC.GEN.WND-GA-98.A,,,,,,,,,,,,,,,,,,,
Georgia : electric utility,thousand megawatthours,ELEC.GEN.WND-GA-1.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Georgia : independent power producers,thousand megawatthours,ELEC.GEN.WND-GA-94.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Georgia : all commercial,thousand megawatthours,ELEC.GEN.WND-GA-96.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Georgia : all industrial,thousand megawatthours,ELEC.GEN.WND-GA-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Maryland,thousand megawatthours,ELEC.GEN.WND-MD-99.A,,,,,,,,,,,,,,,,,,,
Maryland : all sectors,thousand megawatthours,ELEC.GEN.WND-MD-99.A,--,--,--,--,--,--,--,--,--,1,271,322,322,324,435,527,561,570,577
Maryland : electric power,,ELEC.GEN.WND-MD-98.A,,,,,,,,,,,,,,,,,,,
Maryland : electric utility,thousand megawatthours,ELEC.GEN.WND-MD-1.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Maryland : independent power producers,thousand megawatthours,ELEC.GEN.WND-MD-94.A,--,--,--,--,--,--,--,--,--,1,271,322,322,324,435,527,561,570,577
Maryland : all commercial,thousand megawatthours,ELEC.GEN.WND-MD-96.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Maryland : all industrial,thousand megawatthours,ELEC.GEN.WND-MD-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
North Carolina,thousand megawatthours,ELEC.GEN.WND-NC-99.A,,,,,,,,,,,,,,,,,,,
North Carolina : all sectors,thousand megawatthours,ELEC.GEN.WND-NC-99.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,471,543,523
North Carolina : electric power,,ELEC.GEN.WND-NC-98.A,,,,,,,,,,,,,,,,,,,
North Carolina : electric utility,thousand megawatthours,ELEC.GEN.WND-NC-1.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
North Carolina : independent power producers,thousand megawatthours,ELEC.GEN.WND-NC-94.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,471,543,523
North Carolina : all commercial,thousand megawatthours,ELEC.GEN.WND-NC-96.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
North Carolina : all industrial,thousand megawatthours,ELEC.GEN.WND-NC-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
South Carolina,thousand megawatthours,ELEC.GEN.WND-SC-99.A,,,,,,,,,,,,,,,,,,,
South Carolina : all sectors,thousand megawatthours,ELEC.GEN.WND-SC-99.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
South Carolina : electric power,,ELEC.GEN.WND-SC-98.A,,,,,,,,,,,,,,,,,,,
South Carolina : electric utility,thousand megawatthours,ELEC.GEN.WND-SC-1.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
South Carolina : independent power producers,thousand megawatthours,ELEC.GEN.WND-SC-94.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
South Carolina : all commercial,thousand megawatthours,ELEC.GEN.WND-SC-96.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
South Carolina : all industrial,thousand megawatthours,ELEC.GEN.WND-SC-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Virginia,thousand megawatthours,ELEC.GEN.WND-VA-99.A,,,,,,,,,,,,,,,,,,,
Virginia : all sectors,thousand megawatthours,ELEC.GEN.WND-VA-99.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Virginia : electric power,,ELEC.GEN.WND-VA-98.A,,,,,,,,,,,,,,,,,,,
Virginia : electric utility,thousand megawatthours,ELEC.GEN.WND-VA-1.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Virginia : independent power producers,thousand megawatthours,ELEC.GEN.WND-VA-94.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Virginia : all commercial,thousand megawatthours,ELEC.GEN.WND-VA-96.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Virginia : all industrial,thousand megawatthours,ELEC.GEN.WND-VA-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
West Virginia,thousand megawatthours,ELEC.GEN.WND-WV-99.A,,,,,,,,,,,,,,,,,,,
West Virginia : all sectors,thousand megawatthours,ELEC.GEN.WND-WV-99.A,--,9,170,161,154,174,168,392,742,939,1103,1286,1387,1451,1376,1432,1682,1770,1737
West Virginia : electric power,,ELEC.GEN.WND-WV-98.A,,,,,,,,,,,,,,,,,,,
West Virginia : electric utility,thousand megawatthours,ELEC.GEN.WND-WV-1.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
West Virginia : independent power producers,thousand megawatthours,ELEC.GEN.WND-WV-94.A,--,9,170,161,154,174,168,392,742,939,1103,1286,1387,1451,1376,1432,1682,1770,1737
West Virginia : all commercial,thousand megawatthours,ELEC.GEN.WND-WV-96.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
West Virginia : all industrial,thousand megawatthours,ELEC.GEN.WND-WV-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
East South Central,thousand megawatthours,ELEC.GEN.WND-ESC-99.A,,,,,,,,,,,,,,,,,,,
East South Central : all sectors,thousand megawatthours,ELEC.GEN.WND-ESC-99.A,--,4,4,4,3,55,50,50,52,41,53,47,47,51,46,38,43,41,41
East South Central : electric power,,ELEC.GEN.WND-ESC-98.A,,,,,,,,,,,,,,,,,,,
East South Central : electric utility,thousand megawatthours,ELEC.GEN.WND-ESC-1.A,--,4,4,4,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0
East South Central : independent power producers,thousand megawatthours,ELEC.GEN.WND-ESC-94.A,--,--,--,--,--,52,48,48,51,41,53,47,47,51,46,38,43,41,41
East South Central : all commercial,thousand megawatthours,ELEC.GEN.WND-ESC-96.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
East South Central : all industrial,thousand megawatthours,ELEC.GEN.WND-ESC-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Alabama,thousand megawatthours,ELEC.GEN.WND-AL-99.A,,,,,,,,,,,,,,,,,,,
Alabama : all sectors,thousand megawatthours,ELEC.GEN.WND-AL-99.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Alabama : electric power,,ELEC.GEN.WND-AL-98.A,,,,,,,,,,,,,,,,,,,
Alabama : electric utility,thousand megawatthours,ELEC.GEN.WND-AL-1.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Alabama : independent power producers,thousand megawatthours,ELEC.GEN.WND-AL-94.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Alabama : all commercial,thousand megawatthours,ELEC.GEN.WND-AL-96.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Alabama : all industrial,thousand megawatthours,ELEC.GEN.WND-AL-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Kentucky,thousand megawatthours,ELEC.GEN.WND-KY-99.A,,,,,,,,,,,,,,,,,,,
Kentucky : all sectors,thousand megawatthours,ELEC.GEN.WND-KY-99.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Kentucky : electric power,,ELEC.GEN.WND-KY-98.A,,,,,,,,,,,,,,,,,,,
Kentucky : electric utility,thousand megawatthours,ELEC.GEN.WND-KY-1.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Kentucky : independent power producers,thousand megawatthours,ELEC.GEN.WND-KY-94.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Kentucky : all commercial,thousand megawatthours,ELEC.GEN.WND-KY-96.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Kentucky : all industrial,thousand megawatthours,ELEC.GEN.WND-KY-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mississippi,thousand megawatthours,ELEC.GEN.WND-MS-99.A,,,,,,,,,,,,,,,,,,,
Mississippi : all sectors,thousand megawatthours,ELEC.GEN.WND-MS-99.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mississippi : electric power,,ELEC.GEN.WND-MS-98.A,,,,,,,,,,,,,,,,,,,
Mississippi : electric utility,thousand megawatthours,ELEC.GEN.WND-MS-1.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mississippi : independent power producers,thousand megawatthours,ELEC.GEN.WND-MS-94.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mississippi : all commercial,thousand megawatthours,ELEC.GEN.WND-MS-96.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mississippi : all industrial,thousand megawatthours,ELEC.GEN.WND-MS-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Tennessee,thousand megawatthours,ELEC.GEN.WND-TN-99.A,,,,,,,,,,,,,,,,,,,
Tennessee : all sectors,thousand megawatthours,ELEC.GEN.WND-TN-99.A,--,4,4,4,3,55,50,50,52,41,53,47,47,51,46,38,43,41,41
Tennessee : electric power,,ELEC.GEN.WND-TN-98.A,,,,,,,,,,,,,,,,,,,
Tennessee : electric utility,thousand megawatthours,ELEC.GEN.WND-TN-1.A,--,4,4,4,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0
Tennessee : independent power producers,thousand megawatthours,ELEC.GEN.WND-TN-94.A,--,--,--,--,--,52,48,48,51,41,53,47,47,51,46,38,43,41,41
Tennessee : all commercial,thousand megawatthours,ELEC.GEN.WND-TN-96.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Tennessee : all industrial,thousand megawatthours,ELEC.GEN.WND-TN-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
West South Central,thousand megawatthours,ELEC.GEN.WND-WSC-99.A,,,,,,,,,,,,,,,,,,,
West South Central : all sectors,thousand megawatthours,ELEC.GEN.WND-WSC-99.A,1188,2656,2624,3710,5085,8383,10856,18583,22724,30059,36153,40372,47036,51942,58864,77600,90660,103039,113312
West South Central : electric power,,ELEC.GEN.WND-WSC-98.A,,,,,,,,,,,,,,,,,,,
West South Central : electric utility,thousand megawatthours,ELEC.GEN.WND-WSC-1.A,--,2,3,2,1,4,359,431,390,706,794,1912,1951,1941,1707,1686,1570,1628,1685
West South Central : independent power producers,thousand megawatthours,ELEC.GEN.WND-WSC-94.A,1188,2654,2621,3708,5084,8379,10497,18152,22335,29354,35359,38459,45085,49977,57126,75866,89037,101348,111561
West South Central : all commercial,thousand megawatthours,ELEC.GEN.WND-WSC-96.A,--,--,--,--,--,--,--,--,--,--,--,--,--,24,31,48,42,53,54
West South Central : all industrial,thousand megawatthours,ELEC.GEN.WND-WSC-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11,10,12
Arkansas,thousand megawatthours,ELEC.GEN.WND-AR-99.A,,,,,,,,,,,,,,,,,,,
Arkansas : all sectors,thousand megawatthours,ELEC.GEN.WND-AR-99.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Arkansas : electric power,,ELEC.GEN.WND-AR-98.A,,,,,,,,,,,,,,,,,,,
Arkansas : electric utility,thousand megawatthours,ELEC.GEN.WND-AR-1.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Arkansas : independent power producers,thousand megawatthours,ELEC.GEN.WND-AR-94.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Arkansas : all commercial,thousand megawatthours,ELEC.GEN.WND-AR-96.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Arkansas : all industrial,thousand megawatthours,ELEC.GEN.WND-AR-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Louisiana,thousand megawatthours,ELEC.GEN.WND-LA-99.A,,,,,,,,,,,,,,,,,,,
Louisiana : all sectors,thousand megawatthours,ELEC.GEN.WND-LA-99.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Louisiana : electric power,,ELEC.GEN.WND-LA-98.A,,,,,,,,,,,,,,,,,,,
Louisiana : electric utility,thousand megawatthours,ELEC.GEN.WND-LA-1.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Louisiana : independent power producers,thousand megawatthours,ELEC.GEN.WND-LA-94.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Louisiana : all commercial,thousand megawatthours,ELEC.GEN.WND-LA-96.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Louisiana : all industrial,thousand megawatthours,ELEC.GEN.WND-LA-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Oklahoma,thousand megawatthours,ELEC.GEN.WND-OK-99.A,,,,,,,,,,,,,,,,,,,
Oklahoma : all sectors,thousand megawatthours,ELEC.GEN.WND-OK-99.A,--,--,54,573,848,1712,1849,2358,2698,3808,5605,8158,11162,11937,14031,20069,23599,27338,28883
Oklahoma : electric power,,ELEC.GEN.WND-OK-98.A,,,,,,,,,,,,,,,,,,,
Oklahoma : electric utility,thousand megawatthours,ELEC.GEN.WND-OK-1.A,--,--,--,--,--,3,358,430,389,705,660,1594,1630,1646,1426,1430,1368,1339,1403
Oklahoma : independent power producers,thousand megawatthours,ELEC.GEN.WND-OK-94.A,--,--,54,573,848,1709,1491,1929,2310,3103,4945,6564,9532,10291,12605,18639,22231,25999,27479
Oklahoma : all commercial,thousand megawatthours,ELEC.GEN.WND-OK-96.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Oklahoma : all industrial,thousand megawatthours,ELEC.GEN.WND-OK-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Texas,thousand megawatthours,ELEC.GEN.WND-TX-99.A,,,,,,,,,,,,,,,,,,,
Texas : all sectors,thousand megawatthours,ELEC.GEN.WND-TX-99.A,1188,2656,2570,3138,4237,6671,9006,16225,20026,26251,30548,32214,35874,40005,44833,57531,67061,75700,84429
Texas : electric power,,ELEC.GEN.WND-TX-98.A,,,,,,,,,,,,,,,,,,,
Texas : electric utility,thousand megawatthours,ELEC.GEN.WND-TX-1.A,--,2,3,2,1,0,1,1,1,1,134,319,321,295,281,256,202,289,282
Texas : independent power producers,thousand megawatthours,ELEC.GEN.WND-TX-94.A,1188,2654,2567,3135,4236,6670,9006,16224,20025,26251,30414,31895,35553,39686,44521,57227,66806,75349,84081
Texas : all commercial,thousand megawatthours,ELEC.GEN.WND-TX-96.A,--,--,--,--,--,--,--,--,--,--,--,--,--,24,31,48,42,53,54
Texas : all industrial,thousand megawatthours,ELEC.GEN.WND-TX-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11,10,12
Mountain,thousand megawatthours,ELEC.GEN.WND-MTN-99.A,,,,,,,,,,,,,,,,,,,
Mountain : all sectors,thousand megawatthours,ELEC.GEN.WND-MTN-99.A,414,586,696,1350,2288,3486,4108,6651,8260,10484,15317,17080,19285,20257,18945,23842,24719,26339,28497
Mountain : electric power,,ELEC.GEN.WND-MTN-98.A,,,,,,,,,,,,,,,,,,,
Mountain : electric utility,thousand megawatthours,ELEC.GEN.WND-MTN-1.A,55,79,74,83,73,82,76,115,1157,1624,2292,2186,2585,2473,2160,2450,2539,2984,4689
Mountain : independent power producers,thousand megawatthours,ELEC.GEN.WND-MTN-94.A,359,507,622,1267,2215,3403,4032,6536,7103,8861,13013,14882,16689,17777,16776,21385,22173,23349,23800
Mountain : all commercial,thousand megawatthours,ELEC.GEN.WND-MTN-96.A,--,--,--,--,--,--,--,--,--,0,9,9,8,3,7,4,4,3,NM
Mountain : all industrial,thousand megawatthours,ELEC.GEN.WND-MTN-97.A,--,--,--,--,--,--,--,--,--,0,3,3,3,3,3,3,3,3,3
Arizona,thousand megawatthours,ELEC.GEN.WND-AZ-99.A,,,,,,,,,,,,,,,,,,,
Arizona : all sectors,thousand megawatthours,ELEC.GEN.WND-AZ-99.A,--,--,--,--,--,--,--,--,30,135,256,532,450,468,452,542,570,530,557
Arizona : electric power,,ELEC.GEN.WND-AZ-98.A,,,,,,,,,,,,,,,,,,,
Arizona : electric utility,thousand megawatthours,ELEC.GEN.WND-AZ-1.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Arizona : independent power producers,thousand megawatthours,ELEC.GEN.WND-AZ-94.A,--,--,--,--,--,--,--,--,30,135,256,532,450,468,452,542,570,530,557
Arizona : all commercial,thousand megawatthours,ELEC.GEN.WND-AZ-96.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Arizona : all industrial,thousand megawatthours,ELEC.GEN.WND-AZ-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Colorado,thousand megawatthours,ELEC.GEN.WND-CO-99.A,,,,,,,,,,,,,,,,,,,
Colorado : all sectors,thousand megawatthours,ELEC.GEN.WND-CO-99.A,49,139,147,220,776,866,1292,3221,3164,3452,5200,5969,7204,7369,7475,9421,9315,9745,10926
Colorado : electric power,,ELEC.GEN.WND-CO-98.A,,,,,,,,,,,,,,,,,,,
Colorado : electric utility,thousand megawatthours,ELEC.GEN.WND-CO-1.A,39,60,58,68,58,62,59,70,59,65,73,74,171,169,135,139,295,508,2284
Colorado : independent power producers,thousand megawatthours,ELEC.GEN.WND-CO-94.A,10,79,89,152,718,804,1233,3151,3105,3387,5119,5886,7025,7196,7334,9278,9015,9234,8637
Colorado : all commercial,thousand megawatthours,ELEC.GEN.WND-CO-96.A,--,--,--,--,--,--,--,--,--,0,6,5,5,0,4,1,1,0,NM
Colorado : all industrial,thousand megawatthours,ELEC.GEN.WND-CO-97.A,--,--,--,--,--,--,--,--,--,0,3,3,3,3,3,3,3,3,3
Idaho,thousand megawatthours,ELEC.GEN.WND-ID-99.A,,,,,,,,,,,,,,,,,,,
Idaho : all sectors,thousand megawatthours,ELEC.GEN.WND-ID-99.A,--,--,--,--,--,170,172,207,313,441,1307,1891,2460,2806,2270,2578,2545,2655,2657
Idaho : electric power,,ELEC.GEN.WND-ID-98.A,,,,,,,,,,,,,,,,,,,
Idaho : electric utility,thousand megawatthours,ELEC.GEN.WND-ID-1.A,--,--,--,--,--,--,--,--,--,--,--,60,133,164,146,--,171,160,159
Idaho : independent power producers,thousand megawatthours,ELEC.GEN.WND-ID-94.A,--,--,--,--,--,170,172,207,313,441,1307,1830,2328,2641,2270,2578,2374,2495,2498
Idaho : all commercial,thousand megawatthours,ELEC.GEN.WND-ID-96.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Idaho : all industrial,thousand megawatthours,ELEC.GEN.WND-ID-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Montana,thousand megawatthours,ELEC.GEN.WND-MT-99.A,,,,,,,,,,,,,,,,,,,
Montana : all sectors,thousand megawatthours,ELEC.GEN.WND-MT-99.A,--,--,--,--,--,436,496,593,821,930,1265,1262,1755,1974,1965,2140,2155,2153,2323
Montana : electric power,,ELEC.GEN.WND-MT-98.A,,,,,,,,,,,,,,,,,,,
Montana : electric utility,thousand megawatthours,ELEC.GEN.WND-MT-1.A,--,--,--,--,--,--,--,--,68,68,99,101,237,233,217,231,225,242,224
Montana : independent power producers,thousand megawatthours,ELEC.GEN.WND-MT-94.A,--,--,--,--,--,436,496,593,753,862,1166,1161,1517,1741,1748,1909,1930,1911,2098
Montana : all commercial,thousand megawatthours,ELEC.GEN.WND-MT-96.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Montana : all industrial,thousand megawatthours,ELEC.GEN.WND-MT-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Nevada,thousand megawatthours,ELEC.GEN.WND-NV-99.A,,,,,,,,,,,,,,,,,,,
Nevada : all sectors,thousand megawatthours,ELEC.GEN.WND-NV-99.A,--,--,--,--,--,--,--,--,--,--,--,129,251,300,310,344,361,312,324
Nevada : electric power,,ELEC.GEN.WND-NV-98.A,,,,,,,,,,,,,,,,,,,
Nevada : electric utility,thousand megawatthours,ELEC.GEN.WND-NV-1.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Nevada : independent power producers,thousand megawatthours,ELEC.GEN.WND-NV-94.A,--,--,--,--,--,--,--,--,--,--,--,129,251,300,310,344,361,312,324
Nevada : all commercial,thousand megawatthours,ELEC.GEN.WND-NV-96.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Nevada : all industrial,thousand megawatthours,ELEC.GEN.WND-NV-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
New Mexico,thousand megawatthours,ELEC.GEN.WND-NM-99.A,,,,,,,,,,,,,,,,,,,
New Mexico : all sectors,thousand megawatthours,ELEC.GEN.WND-NM-99.A,--,--,183,513,795,1255,1393,1643,1547,1832,2104,2226,2193,2275,2090,3605,4595,6092,6860
New Mexico : electric power,,ELEC.GEN.WND-NM-98.A,,,,,,,,,,,,,,,,,,,
New Mexico : electric utility,thousand megawatthours,ELEC.GEN.WND-NM-1.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
New Mexico : independent power producers,thousand megawatthours,ELEC.GEN.WND-NM-94.A,--,--,183,513,795,1255,1393,1643,1547,1832,2101,2222,2190,2272,2087,3603,4592,6089,6857
New Mexico : all commercial,thousand megawatthours,ELEC.GEN.WND-NM-96.A,--,--,--,--,--,--,--,--,--,--,3,4,3,3,3,3,3,3,NM
New Mexico : all industrial,thousand megawatthours,ELEC.GEN.WND-NM-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Utah,thousand megawatthours,ELEC.GEN.WND-UT-99.A,,,,,,,,,,,,,,,,,,,
Utah : all sectors,thousand megawatthours,ELEC.GEN.WND-UT-99.A,--,--,--,--,--,--,--,24,160,448,573,704,540,660,626,822,858,795,809
Utah : electric power,,ELEC.GEN.WND-UT-98.A,,,,,,,,,,,,,,,,,,,
Utah : electric utility,thousand megawatthours,ELEC.GEN.WND-UT-1.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Utah : independent power producers,thousand megawatthours,ELEC.GEN.WND-UT-94.A,--,--,--,--,--,--,--,24,160,448,573,704,540,660,626,822,858,795,809
Utah : all commercial,thousand megawatthours,ELEC.GEN.WND-UT-96.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Utah : all industrial,thousand megawatthours,ELEC.GEN.WND-UT-97.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Wyoming,thousand megawatthours,ELEC.GEN.WND-WY-99.A,,,,,,,,,,,,,,,,,,,
Wyoming : all sectors,thousand megawatthours,ELEC.GEN.WND-WY-99.A,365,447,366,617,717,759,755,963,2226,3247,4612,4369,4433,4406,3757,4389,4321,4057,4042
Wyoming : electric power,,ELEC.GEN.WND-WY-98.A,,,,,,,,,,,,,,,,,,,
Wyoming : electric utility,thousand megawatthours,ELEC.GEN.WND-WY-1.A,16,19,16,15,15,20,17,45,1030,1491,2120,1951,2045,1908,1808,2080,1848,2074,2021
Wyoming : independent power producers,thousand megawatthours,ELEC.GEN.WND-WY-94.A,349,428,351,602,702,739,738,918,1196,1756,2491,2418,2389,2498,1949,2309,2473,1983,2020
Wyoming : all commercial,thousand megawatthours,ELEC.GEN.WND-WY-96.A,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
